TIME,Total_I,Total_U,MPPT1_Uin,MPPT1_Iin,MPPT1_Iout,MPPT2_Uin,MPPT2_Iin,MPPT2_Iout,BATTERY1_U,BATTERY1_I,BATTERY2_U,BATTERY2_I,UV_U_3V3,UV_I,POBC_I_5V,XMIT_A_12V,XMIT_B_12V,I_Atlas200DK-A,I_Atlas200DK-B,I_Pi-A,I_Pi-B,ATLAS_A_TEMP,ATLAS_B_TEMP,PI_A_TEMP,FREQUENCY(48),VOLT,TEMP,INDEX,SUCCESS
1683770050,1194.0,16111.0,13600.0,220.0,1500.0,13600.0,1970.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800404352.0,0.946,20.9,-1.0,-1.0
1683770051,1124.0,16116.0,13600.0,190.0,1490.0,13600.0,1970.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,20.9,-1.0,-1.0
1683770052,1127.0,16111.0,13600.0,190.0,1490.0,13600.0,1960.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,900175808.0,0.88,20.4,-1.0,-1.0
1683770053,1127.0,16116.0,13600.0,190.0,1490.0,13600.0,1960.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800404352.0,0.946,19.9,-1.0,-1.0
1683770054,1118.0,16116.0,13600.0,190.0,1490.0,13600.0,1960.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,20.9,-1.0,-1.0
1683770055,1141.0,16116.0,13600.0,190.0,1490.0,13600.0,1950.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800404352.0,0.946,20.9,-1.0,-1.0
1683770056,1380.0,16092.0,13600.0,190.0,1490.0,13600.0,1950.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,20.9,-1.0,-1.0
1683770057,1113.0,16116.0,13600.0,190.0,1490.0,13600.0,1950.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,19.9,-1.0,-1.0
1683770058,1338.0,16101.0,13600.0,190.0,1490.0,13600.0,1970.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,1.0,1.0,2.0,600169920.0,0.88,21.4,-1.0,-1.0
1683770059,1189.0,16111.0,13600.0,190.0,1490.0,13600.0,1970.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,1.0,1.0,2.0,1100302720.0,0.88,20.9,-1.0,-1.0
1683770060,1529.0,16097.0,13600.0,200.0,1500.0,13600.0,1970.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,1800404352.0,0.946,19.4,-1.0,-1.0
1683770061,1133.0,16116.0,13600.0,200.0,1500.0,13600.0,1950.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,22.3,-1.0,-1.0
1683770062,1127.0,16116.0,13600.0,200.0,1500.0,13600.0,1950.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,20.9,-1.0,-1.0
1683770063,1116.0,16111.0,13600.0,190.0,1490.0,13600.0,1950.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,21.4,-1.0,-1.0
1683770064,1192.0,16111.0,13600.0,190.0,1490.0,13600.0,1940.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,1250332064.0,0.913,21.4,-1.0,-1.0
1683770065,1175.0,16111.0,13600.0,190.0,1490.0,13600.0,1940.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,580.0,0.0,0.0,0.0,0.0,700207040.0,0.88,21.4,-1.0,-1.0
1683770066,1133.0,16116.0,13400.0,230.0,1500.0,13600.0,1940.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,21.4,-1.0,-1.0
1683770067,1158.0,16111.0,13400.0,230.0,1500.0,13600.0,1950.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800404352.0,0.946,20.9,-1.0,-1.0
1683770068,1543.0,16097.0,13400.0,230.0,1500.0,13600.0,1950.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,21.9,-1.0,-1.0
1683770069,1180.0,16106.0,13400.0,230.0,1490.0,13600.0,1950.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,1320.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,21.4,-1.0,-1.0
1683770070,1551.0,16092.0,13400.0,230.0,1490.0,13600.0,1970.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,1.0,1.0,2.0,1800404352.0,0.946,20.4,-1.0,-1.0
1683770071,1217.0,16116.0,13400.0,230.0,1490.0,13600.0,1970.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,540.0,0.0,1.0,1.0,2.0,700207040.0,0.88,20.9,-1.0,-1.0
1683770072,1116.0,16116.0,13600.0,180.0,1490.0,13600.0,1970.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,22.3,-1.0,-1.0
1683770073,1127.0,16116.0,13600.0,180.0,1490.0,13400.0,1940.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800404352.0,0.946,21.4,-1.0,-1.0
1683770074,1155.0,16116.0,13600.0,180.0,1490.0,13400.0,1940.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,1.0,1.0,2.0,1800404352.0,0.946,22.8,-1.0,-1.0
1683770075,1138.0,16116.0,13600.0,180.0,1490.0,13400.0,1940.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,660.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,21.4,-1.0,-1.0
1683770076,1529.0,16101.0,13600.0,180.0,1490.0,13400.0,2010.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800404352.0,0.946,22.3,-1.0,-1.0
1683770077,1206.0,16111.0,13600.0,180.0,1490.0,13400.0,2010.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,21.4,-1.0,-1.0
1683770078,1107.0,16116.0,13600.0,170.0,1480.0,13400.0,2010.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,22.8,-1.0,-1.0
1683770079,1161.0,16116.0,13600.0,170.0,1480.0,13400.0,2000.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,22.8,-1.0,-1.0
1683770080,1464.0,16097.0,13600.0,170.0,1480.0,13400.0,2000.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,21.9,-1.0,-1.0
1683770081,1130.0,16116.0,13600.0,170.0,1480.0,13400.0,2000.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,21.4,-1.0,-1.0
1683770082,1307.0,16097.0,13600.0,170.0,1480.0,13200.0,2020.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800404352.0,0.946,21.9,-1.0,-1.0
1683770083,1175.0,16116.0,13600.0,170.0,1480.0,13200.0,2020.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,23.3,-1.0,-1.0
1683770084,1130.0,16120.0,13600.0,170.0,1480.0,13200.0,2020.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,21.9,-1.0,-1.0
1683770085,1135.0,16120.0,13600.0,170.0,1480.0,13400.0,1990.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,23.3,-1.0,-1.0
1683770086,1771.0,16087.0,13600.0,170.0,1480.0,13400.0,1990.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,21.9,-1.0,-1.0
1683770087,1130.0,16120.0,13600.0,170.0,1480.0,13400.0,1990.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,600169920.0,0.88,22.8,-1.0,-1.0
1683770088,1130.0,16120.0,13600.0,170.0,1480.0,13400.0,1990.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,1800404352.0,0.946,23.8,-1.0,-1.0
1683770089,1208.0,16116.0,13600.0,170.0,1480.0,13400.0,1990.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,22.3,-1.0,-1.0
1683770090,1147.0,16116.0,13600.0,170.0,1480.0,13400.0,1990.0,960.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,21.9,-1.0,-1.0
1683770091,1141.0,16120.0,13600.0,170.0,1480.0,13400.0,1990.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,460.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,23.3,-1.0,-1.0
1683770092,1762.0,16097.0,13600.0,170.0,1480.0,13400.0,1990.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,22.8,-1.0,-1.0
1683770093,1133.0,16120.0,13600.0,170.0,1470.0,13400.0,1990.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,700207040.0,0.88,23.3,-1.0,-1.0
1683770094,1130.0,16120.0,13600.0,170.0,1470.0,13400.0,1980.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800404352.0,0.946,23.3,-1.0,-1.0
1683770095,1186.0,16120.0,13600.0,170.0,1470.0,13400.0,1980.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,2.0,1800457088.0,0.946,23.3,-1.0,-1.0
1683770096,1563.0,16097.0,13400.0,210.0,1490.0,13400.0,1980.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,23.3,-1.0,-1.0
1683770097,1121.0,16120.0,13400.0,210.0,1490.0,13600.0,1960.0,940.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,24.8,-1.0,-1.0
1683770098,1276.0,16116.0,13400.0,210.0,1490.0,13600.0,1960.0,940.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,3.0,1800457088.0,0.946,24.8,-1.0,-1.0
1683770099,1116.0,16120.0,13600.0,220.0,1480.0,13600.0,1960.0,940.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,3.0,1800457088.0,0.946,24.3,-1.0,-1.0
1683770100,1133.0,16120.0,13600.0,220.0,1480.0,13400.0,1980.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,23.3,-1.0,-1.0
1683770101,1076.0,16120.0,13600.0,220.0,1480.0,13400.0,1980.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,24.3,-1.0,-1.0
1683770102,1554.0,16097.0,13200.0,250.0,1490.0,13400.0,1980.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,3.0,1800457088.0,0.946,23.3,-1.0,-1.0
1683770103,1130.0,16120.0,13200.0,250.0,1490.0,13400.0,1980.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,3.0,1800404352.0,0.946,22.8,-1.0,-1.0
1683770104,1166.0,16116.0,13200.0,250.0,1490.0,13400.0,1980.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,24.8,-1.0,-1.0
1683770105,1135.0,16120.0,13400.0,220.0,1490.0,13400.0,1980.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,24.3,-1.0,-1.0
1683770106,1099.0,16125.0,13400.0,220.0,1490.0,13400.0,1970.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1.0,1.0,3.0,1800404352.0,0.946,23.8,-1.0,-1.0
1683770107,1127.0,16125.0,13400.0,220.0,1490.0,13400.0,1970.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,440.0,0.0,1.0,1.0,3.0,1800457088.0,0.946,25.3,-1.0,-1.0
1683770108,1605.0,16101.0,13200.0,250.0,1490.0,13400.0,1970.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,24.3,-1.0,-1.0
1683770109,1110.0,16120.0,13200.0,250.0,1490.0,13400.0,1970.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,900175808.0,0.88,24.8,-1.0,-1.0
1683770110,1321.0,16120.0,13200.0,250.0,1490.0,13400.0,1970.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,3.0,1350316448.0,0.913,24.6,-1.0,-1.0
1683770111,1124.0,16125.0,13400.0,220.0,1490.0,13400.0,1970.0,950.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,3.0,1800457088.0,0.946,24.3,-1.0,-1.0
1683770112,1911.0,16083.0,13400.0,220.0,1490.0,13600.0,2050.0,940.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,24.3,-1.0,-1.0
1683770113,1121.0,16120.0,13400.0,220.0,1490.0,13600.0,2050.0,940.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,25.3,-1.0,-1.0
1683770114,1155.0,16087.0,8600.0,220.0,990.0,13600.0,2050.0,940.0,15800.0,-170.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,3.0,1800457088.0,0.946,24.8,-1.0,-1.0
1683770115,1121.0,16120.0,8600.0,220.0,990.0,13400.0,1970.0,950.0,15800.0,-170.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,3.0,1800457088.0,0.946,24.3,-1.0,-1.0
1683770116,1653.0,16097.0,8600.0,220.0,990.0,13400.0,1970.0,950.0,15800.0,-170.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,800191424.0,0.88,23.3,-1.0,-1.0
1683770117,1282.0,16116.0,13400.0,200.0,1480.0,13400.0,1970.0,950.0,15800.0,-170.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,0.0,0.0,0.0,1800457088.0,0.946,24.3,-1.0,-1.0
1683770118,1124.0,16125.0,13400.0,200.0,1480.0,13400.0,1970.0,940.0,16000.0,-150.0,16000.0,-150.0,3300.0,140.0,0.0,0.0,0.0,0.0,0.0,420.0,0.0,1.0,1.0,3.0,1800404352.0,0.946,24.8,-1.0,-1.0
